model,term,coefficient,std_error,odds_ratio,ci_low,ci_high,p_value,reference_category,contrast,inference
pre_any,hour_1,-0.40290748137752747,0.05462131559188419,0.6683739334987338,0.6005176217726893,0.7438977621703591,1.6265355391428225e-13,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_15,0.3038325518836619,0.09944854888358474,1.3550421378381452,1.115069770905015,1.6466585708145602,0.002249305056439973,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_16,0.25483602909194847,0.09090947509145887,1.2902500400561332,1.0796713961980648,1.541899851868871,0.005060071738455138,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_17,0.31405014624141503,0.09842436418514583,1.3689583829437402,1.1287851176386032,1.6602336662202015,0.0014189100758827244,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_18,0.4155095689539773,0.11824369881506158,1.5151426136508626,1.2017227807737743,1.9103050856892487,0.0004413957898786598,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_19,0.39371472806712826,0.15762234098859093,1.4824775791025182,1.088478246412223,2.0190938861531884,0.01249540528728848,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_2,-1.4179477985773505,0.35675748407357827,0.24221057208774982,0.12037064133473054,0.48737765771252195,7.051465702791888e-05,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_20,0.4334815902348039,0.19662133092400563,1.542618952063529,1.0492869760115109,2.2678955192134915,0.02747853103520176,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_21,0.37825138355326704,0.20683327161441747,1.4597298488330124,0.9732304504029056,2.189421046877355,0.06743341779240031,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_22,0.27495270637828617,0.17363802349982663,1.3164684128362198,0.9367193456203519,1.8501689861521544,0.1133116177394709,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_23,0.2905981382883599,0.1327581673623809,1.3372270955897871,1.0308636144950432,1.7346390735261479,0.02860203606608478,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_3,-2.9866344311307964,1.2947113752968653,0.050456967679170246,0.003988970517297837,0.6382362507661373,0.02106622079267602,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_4,-22.82815003346087,1.3352662244172764,1.2185978523989303e-10,8.897740542135352e-12,1.6689413664504397e-09,1.580528039753896e-65,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_5,-21.635954282486928,1.2091772769195548,4.0144351294595964e-10,3.75293359728782e-11,4.294157887655091e-09,1.3342381668916602e-71,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_6,-0.48603600611827247,1.802436402798888,0.615059661003931,0.017975484169382997,21.045240452472072,0.7874256755470663,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_7,0.2863576812851174,0.5610540556179164,1.331568647269706,0.4433977478413483,3.9988364194986774,0.6097766360365744,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_8,0.04138716837293699,0.3471137134916191,1.0422555558265794,0.5278499566824358,2.057964824850611,0.9050913130146986,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,hour_9,-0.014609565099106936,0.2328760568849201,0.9854966367802853,0.6243536967658988,1.5555343487769981,0.949977233356183,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,weekday_1,0.018143225013251774,0.06186865131785879,1.0183088132390727,0.9020213375834567,1.1495879264878563,0.7693280664741061,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,weekday_2,0.005073906295718578,0.05072492877432876,1.005086800356796,0.909968653088252,1.1101475559878315,0.9203222038098564,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,weekday_3,0.017202858857203795,0.06453999337207718,1.0173516801929907,0.8964675313503816,1.1545364500066573,0.7898189547553824,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,weekday_4,0.05192578325983366,0.06346087432041199,1.0532975673005758,0.9301073728371625,1.1928039683172624,0.41322414013081843,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,weekday_5,-0.028686458491605338,0.03902597570977317,0.9717210916042835,0.9001661106095886,1.0489640397917046,0.46230256692853144,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,weekday_6,0.17275922470717353,0.05914554193919703,1.1885798899575972,1.0584823031578443,1.3346677130046873,0.003490026826809919,0,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,vertical_group_courier,-0.19011049404419644,0.1015000617974957,0.8268677649322265,0.677702444633798,1.0088650352345476,0.061067190093029945,Other,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,vertical_group_darkstores,1.0615996203879625,0.06034576422901257,2.890991781921382,2.568505201100557,3.253967903026161,2.8394044424558855e-69,Other,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,vertical_group_hypermarket,0.779608714645221,0.10270784535426912,2.1806188543233906,1.7830137254800997,2.6668883811033393,3.1855811651812623e-14,Other,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,vertical_group_kiosks,-0.501106189243697,0.08437290779810086,0.605860092976121,0.5135160213547433,0.7148101266493102,2.864449513076371e-09,Other,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,vertical_group_restaurants,0.10953176777084353,0.044655412097333105,1.1157555154376801,1.0222527478961942,1.2178107349592757,0.014174054076636392,Other,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,_distance_band_1-2km,0.18021097611504117,0.02159524673585221,1.1974699740364392,1.147843621341893,1.249241893283757,7.125178479115354e-17,0.5-1km,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,_distance_band_2-3km,0.324747207041914,0.026036436687178272,1.383680816998687,1.314842292591369,1.456123380057087,1.0507120526498857e-35,0.5-1km,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,_distance_band_<=0.5km,-0.11944969083443849,0.01869739588465284,0.8874086514848166,0.8554771347384091,0.9205320431748342,1.6744016694495048e-10,0.5-1km,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,_distance_band_>3km,0.486281028128208,0.03873392263996432,1.6262569559473796,1.5073662683028122,1.7545249236239018,3.760367020905632e-36,0.5-1km,Category versus omitted reference,Exploratory; date-clustered; not causal
post_any,log_hour_orders,-0.7659115414542499,0.11897462940225498,0.588081682145832,0.5003128700605814,0.691247588401223,1.2137421672346208e-10,Not a category contrast,Per doubling at the other exposure's mean log level,Exploratory; date-clustered; not causal
post_any,log_observed_rider_hours,0.7270396010243451,0.23446140231816195,1.655239066750063,1.2037232157023061,2.27611824076774,0.0019293832969505115,Not a category contrast,Per doubling at the other exposure's mean log level,Exploratory; date-clustered; not causal
post_any,demand_supply_interaction,0.09569280498168004,0.03884191734300017,1.100420968226476,1.019756676002237,1.187465927714935,0.013753117187983513,Not a category contrast,Centered log-demand x log-supply product,Exploratory; date-clustered; not causal
_late5,hour_1,-0.19870888670640047,0.11776067965315236,0.8197885099321898,0.6508242922243914,1.0326184948012502,0.09152725384116044,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_10,1.2205082150524442,0.1661920173224788,3.388909590912852,2.4467921658386524,4.693781668801715,2.0735870721666753e-13,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_11,1.3482089362195946,0.155220626041278,3.85052281898707,2.8405056994856848,5.219678306656695,3.762220730095203e-18,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_12,1.4704847505457144,0.1611000969649151,4.35134394625175,3.1731803901379148,5.966945401978493,6.992427093314278e-20,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_13,1.3073506556592627,0.1575886557139584,3.6963677772447934,2.7141601434129012,5.034019373474774,1.077033156195479e-16,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_14,1.2636602942952373,0.13075855222271365,3.5383492127300564,2.73841213944798,4.5719616017153735,4.284782443894031e-22,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_15,1.281058315414521,0.12185695551366575,3.6004481197169853,2.835513561860575,4.571738551046644,7.541708549062498e-26,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_16,1.204027926373336,0.11778496199682921,3.3335170785554933,2.6463296519270276,4.199150360926981,1.576304414292643e-24,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_17,1.3192403835089428,0.1336461606175963,3.7405788923855927,2.878584620199334,4.860697980520623,5.552812875399662e-23,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_18,1.3918478480953718,0.14784098325811204,4.022275744680004,3.0104357793386023,5.374206045941818,4.7537265080077505e-21,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_19,1.529561440759502,0.15421088974452757,4.61615192223188,3.412051252742942,6.245175406434744,3.4544992546981655e-23,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_2,-1.1414327382569014,0.3555697593158558,0.31936113296422797,0.15908181322566428,0.641126293321261,0.0013266510518287647,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_20,1.401087704081871,0.21025034891698718,4.059613224125283,2.688556930127952,6.129853284791165,2.6665145066730614e-11,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_21,1.2565425166395232,0.2289551059246402,3.513253448751254,2.2429652324519305,5.502960820159349,4.061394725823562e-08,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_22,1.034577093679781,0.18105046529801294,2.8139159611099775,1.9733344030453632,4.012560174276486,1.101550156198932e-08,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_23,0.671652698029831,0.09587940470740235,1.9574697551889264,1.6221177002413045,2.362151551585559,2.466646445394468e-12,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_3,-0.3869757346454832,0.6313315946973427,0.679107573512733,0.19703716315974842,2.340609705329767,0.5399083183539085,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_4,-0.42453035780450926,1.6924010990906602,0.6540768951173408,0.023716706598361326,18.038616911333722,0.8019339467378194,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_5,22.225335820070377,1.4421853742687645,4490975699.347222,265919563.31765622,75845727484.27092,1.383301322397101e-53,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_6,2.4700083839360705,1.2939728858508963,11.822545970700466,0.9360074255060583,149.3285089632241,0.056280622863182875,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_7,1.0399223903374788,0.4179100908138266,2.8289974482942104,1.2471159724876197,6.417387587852904,0.012832370461888539,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_8,1.2189844410519022,0.28225406474450426,3.383749590923356,1.94600127637953,5.883737813048035,1.56916164462397e-05,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,hour_9,1.208206722309298,0.20534485250875079,3.3474763122569553,2.238348253384182,5.00619045502842,4.009679038539459e-09,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,weekday_1,-0.03998931190626284,0.07173562827928667,0.9607997082147888,0.8347787496326246,1.1058452071424718,0.5772172892727714,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,weekday_2,-0.013266988313767943,0.0816734294053774,0.9868206302694412,0.840848339803179,1.1581338872041091,0.8709597936180042,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,weekday_3,0.025218878937457116,0.06587947840419693,1.0255395649707528,0.9013131476877168,1.1668878924251536,0.7018656459837076,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,weekday_4,-0.026406810754579645,0.08446109646153263,0.9739388002285884,0.8253501834543946,1.1492779738906007,0.7545461462246297,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,weekday_5,-1.6441255786370235e-05,0.07999460560430757,0.9999835588793703,0.8548724630477869,1.1697266683078942,0.9998360111414927,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,weekday_6,-0.048563685604252664,0.07097484383691034,0.952596670679415,0.8288866838713199,1.0947701714199343,0.493824886729358,0,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,vertical_group_courier,0.7020875280954243,0.053778999783164805,2.0179608636184696,1.8160841648638903,2.2422782632439264,5.947101984542601e-39,Other,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,vertical_group_darkstores,-0.30923462360762727,0.0505634842697333,0.7340085340914476,0.6647546646667263,0.8104772433438832,9.60920326492065e-10,Other,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,vertical_group_hypermarket,-0.13519625591613713,0.06792329191453443,0.8735444565964309,0.7646604026813225,0.9979330889563174,0.04654407728743292,Other,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,vertical_group_kiosks,-0.24013187854894888,0.04378232124741245,0.7865241285658694,0.7218458613230562,0.8569976472296236,4.142261919402195e-08,Other,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,vertical_group_restaurants,0.01559314008298455,0.042295719930474485,1.0157153474644955,0.9349100592078293,1.1035047242395541,0.712374117595963,Other,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,_distance_band_1-2km,0.08159861383012185,0.013834772606275842,1.0850202103071298,1.0559944797780718,1.114843760378694,3.6775273901487916e-09,0.5-1km,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,_distance_band_2-3km,0.22736908681003468,0.024337121854972464,1.2552930945735352,1.1968213944858501,1.3166214779782937,9.410316168158683e-21,0.5-1km,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,_distance_band_<=0.5km,-0.01684088030553823,0.015082155640821597,0.9833001346044263,0.954658721389912,1.0128008397654178,0.2641612701644669,0.5-1km,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,_distance_band_>3km,0.5310176964171769,0.02890906519062638,1.70066218603778,1.6069805281977247,1.7998051751520256,2.345828152106549e-75,0.5-1km,Category versus omitted reference,Exploratory; date-clustered; not causal
_late5,log_hour_orders,-0.9934611311870911,0.15523558346643923,0.5022713426676095,0.40676930334203304,0.6201955250615258,1.556827456084338e-10,Not a category contrast,Per doubling at the other exposure's mean log level,Exploratory; date-clustered; not causal
_late5,log_observed_rider_hours,0.7034727772267756,0.19578123586596735,1.6284199227633156,1.2481130425266365,2.1246083924292387,0.0003266952291072506,Not a category contrast,Per doubling at the other exposure's mean log level,Exploratory; date-clustered; not causal
_late5,demand_supply_interaction,0.03141745636874563,0.041543677322056764,1.0319161939702934,0.9512230941205507,1.1194545611433455,0.44949859273970705,Not a category contrast,Centered log-demand x log-supply product,Exploratory; date-clustered; not causal
